title,description,class
AL Wrap: Molina Leads Angels to Sweep of Yankees," NEW YORK (Reuters) - Bengie Molina had four hits, including  a three-run homer, as the Anaheim Angels completed a three-game  series sweep with a 4-3 win over the New York Yankees on  Sunday.",Sports
Dolphins Too Have Born Socialites (Reuters),Reuters - Some people are born to be the life and\soul of the party -- and so it seems are some dolphins.,Sci/Tech
Manning Falls Short in Debut for Giants,"Michael Vick ran for 104 yards and threw two first-half touchdown passes to Alge Crumpler, spoiling Eli Manning's first start.",Sports
100GB notebook drives arrive,"Hitachi Global Storage Technologies (HGST) will ship new 2.5-inch hard drives with capacities up to 100GB for notebooks by the end of 2004, the company said today.",Sci/Tech
JUST TOO COOL: Handhelds  PDA can store data,"Handheld computer maker PalmOne Inc. unveiled a personal digital assistant Monday that doubles as a portable data storage drive. The Tungsten T5 handheld has 256 megabytes of built-in flash memory, of which 215 MB will be available to the user.",Sci/Tech
Powell due in West Bank next week: Shaath,Palestinian Foreign Minister Nabil Shaath said Monday that US Secretary of State Colin Powell is expected to visit the West Bank next week to hold talks with the new Palestinian ,World
"Tests Show No Mad Cow, Cattle Prices Rise"," WASHINGTON/CHICAGO (Reuters) - An animal suspected of  having mad cow disease was given a clean bill of health in a  second round of sophisticated testing, the U.S. Agriculture  Department said on Tuesday after cattle prices soared in  expectation of the news.",Business
No. 9 Texas Holds Off Missouri 28-20 (AP),AP - Cedric Benson rushed for 150 yards and two touchdowns and No. 9 Texas shook off a post-Oklahoma hangover Saturday with a 28-20 win over Missouri.,Sports
First Gamma Ray Image,"Summary - (Nov 4, 2004) European astronomers have produced the first image of an object using high energy gamma rays - the most penetrating form of radiation known.",Sci/Tech
Apple iMac G5,"1.8-GHz PowerPC G5 processor, 512MB DDR SDRAM, 160GB SATA hard drive (7,200-rpm), nVidia GeForce FX 5200 Ultra graphics, 20-inch widescreen LCD, DVD-R optical drive, three USB 2.0 ports, two FireWire ports, integrated speakers, AirPort Extreme (802.",Sci/Tech
Tech Firm to Acquire Intelligence Contractor,"SI International Inc. announced plans Wednesday to purchase for \$30 million in cash a Columbia company that specializes in technology work for defense intelligence agencies.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech
White House Takes Cool Stance Toward Annan (AP),"AP - The Bush administration, cool to U.N. Secretary-General Kofi Annan as he copes with calls for his resignation, has a track record of trying to oust heads of U.N. agencies.",World
Wal-Mart Sales Slump Keeps Stocks Muddled,Wal-Mart Stores Inc. #39;s disappointing sales forecast sent stocks fluctuating Monday as investors #39; concerns about a slowing economy eclipsed their relief over a drop in oil prices.,Business
Burnout offers racing with attitude,The latest instalment of the Burnout gaming franchise offers a good mix of speed and attitude.,Sci/Tech
Colts' Freeney Rushes to Get Most Sacks (AP),AP - Dwight Freeney always has gotten the attention of offenses.,Sports
"Hu tours Rio hot spots, to meet with ethnic Chinese, on Brazil &lt;b&gt;...&lt;/b&gt;",RIO DE JANEIRO : Chinese President Hu Jintao toured some of Rio de Janeiro #39;s fabled sights Sunday ahead of a meeting with Brazil #39;s Chinese community on a busy Latin American tour.,Business
Sox fans dress up to celebrate,"(Hartford-WTNH, Oct. 28, 2004 12:15 PM ) _ Connecticut Red Sox fans are already grabbing up those World Series shirts and hats. People are swarming local stores to get a piece of memorabilia.",Sports
"Ravens Pummel Browns, 27-13 (AP)","AP - Burned for a touchdown on the game's first play, it was hard to imagine the Baltimore Ravens would win on the strength of their special teams. A spirited defensive stand, capped by an NFL-record 106-yard interception return by Ed Reed, didn't hurt, either.",Sports
Coach Earnings Surge 60 Percent," NEW YORK (Reuters) - Coach Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=COH.N target=/stocks/quickinfo/fullquote""&gt;COH.N&lt;/A&gt; on Tuesday posted a  higher-than-expected quarterly profit and forecast a robust  holiday season for sales of its luxury handbags and  accessories, sending its shares up as much as 8 percent.",Business
Hurricanes blow by UMass,"CORAL GABLES, Fla. -- After his team's dramatic victory over No. 7 Connecticut last week, Minuteman Anthony Anderson said,  quot;We've been saying this is our year. quot;",Sports
German Security Firm Hires Hacker Awaiting Trial,"A German security firm has hired the teen accused of writing the Sasser and Netsky worms, a move that sends a dangerous message to hackers, anti-virus firms said Monday.",Sci/Tech
Cybersecurity Czar bails,"Amit Yoran has now become the fourth US cybersecurity chief in a year to quit in frustration today, giving the government only a day #39;s notice.",Sci/Tech
Iraq woman prisoner 'to be freed',"Reports suggest an Iraqi woman scientist may be freed, as militants reportedly kill a second US hostage.",World
BT Group to buy Infonet,"LONDON - BT Group, the British telecommunications company, said Monday that it #39;s buying US-based Infonet Services in a deal that values Infonet at \$965 million.",Business
Shifting Channel May Benefit Lighthouse (AP),AP - A shifting channel eroding the end of a beach may be helping the threatened Morris Island Lighthouse.,Sci/Tech
Pitcairn OAP on rape charge,"A 78-YEAR-OLD man has been accused of twice raping a woman more than 30 years ago, amid an alleged culture of sex attacks on the tiny island of Pitcairn.",World
Madrid Bomb Suspect's Remains Identified (Reuters),"Reuters - An Algerian suspected of being a leader\of the Madrid train bombers has been identified as one of seven\people who blew themselves up in April to avoid arrest, Spain's\Interior Ministry said on Friday.",World
Oil Spurts Up as U.S. Inventories Dwindle, NEW YORK (Reuters) - Oil prices jumped nearly two dollars  on Thursday after the U.S. government said crude stocks fell to  a fresh five-month low last week and distillate fuel  inventories barely grew ahead of winter.,Business
Update 2: Reports: Alitalia Signs Deal With Italy,"Struggling Italian flagship carrier Alitalia signed an agreement overnight with the government and labor unions on helping employees whose jobs will be slashed under a plan to save the airline, news reports said Wednesday.",Business
Economy in Many Regions Slowed in Summer," WASHINGTON (Reuters) - The economy in many areas of the  United States grew at a slower pace in late July and August as  household spending softened, the Federal Reserve said in a  report on Wednesday.",Business
Lawmaker says he #146;s been barred,"A top Hong Kong opposition lawmaker said he was barred from entering China yesterday, an incident that may fuel anti-Beijing sentiment in upcoming legislative elections. Law Chi-kwong of the Democratic Party said the mainland government assured him he could visit for six days, in what seemed to be a conciliatory gesture by the authorities, who have branded pro-democracy figures here ...",World
"Activision, Nielsen Study Impact of Video Game Ads","Video game publisher Activision Inc. and Nielsen Entertainment, on Monday said they were collaborating to produce a measurement system for corporate advertisers to compare the reach ",Business
Israel diverts Lufthansa jet to Cyprus,Israel has turned away a Lufthansa passenger plane bound for Tel Aviv due to a bomb threat. The plane landed safely in Cyprus on Tuesday after it was escorted by Israeli air force fighters.,World
Sharapova to face tough challenge from in-form Hantuchova,"DANIELA HANTUCHOVA, of Slovakia, defeated Vera Douchevina, the Russian wild card, 6-1, 6-4 yesterday in the opening round of the Swisscom Challenge in Zurich.",Sports
"Where it all began, Noguchi wins marathon","ATHENS The marathon was inspired by suffering, and on the day an event that is as much a test of character as a test of endurance returned to its Olympic roots and the evocative marble horseshoe that is Panathanaiko stadium, the suffering returned, too.",Sports
